,Employer,Orbis_ID,BvD_ID,fyear,CEI,State,Voluntary,Democratic_Lean,State_name,Region_Midwest,Region_Northeast,Region_South,Region_West,current_assets,lt_debt,TobinsQ,net_debt,Employees,ROA,RD_expenses,total_assets,LT_debt_to_assets,Net_debt_to_current_assets,Net_debt>0,ln_Employees,BvD sectors,Sector,public_scrutiny,consumer_proximity,litigation_risk,injury_risk,age,time_trend
7982,Ascena Retail Group Inc.,098342792,US300641353,2018,100.0,NJ,1.0,15.93767289546448,NEW JERSEY,False,True,False,False,1396800.0,1328700.0,0.221,1097700.0,63000.0,-1.112,,3570500.0,0.3721327545161742,0.7858676975945017,1.0,11.05089000537367,Retail,Retailing,Low,Low,Low,Low,8.0,8
7983,Brooks Brothers Group Inc.,220988111,US252573422L,2018,90.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,200.0,8
7984,CIT Group Inc.,001594344,US651051192,2018,20.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,0.083,,3645.0,0.921,,48537400.0,,,,8.201111644442758,Business Services,Business Services,Low,Low,Low,Low,94.0,8
7985,Discovery Communications Inc.,249979236,US264918278L,2018,20.0,MD,0.0,33.21037329232835,MARYLAND,False,True,False,False,,,,,,,,,,,,,Communications,Telecommunications,High,Low,High,Low,6.0,8
7986,Dole Food Co. Inc.,459236921,US321686201L,2018,10.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,23.0,8
7987,Dunkin’ Brands Group Inc.,112173304,US204145825,2018,90.0,MA,1.0,33.2148261142344,MASSACHUSETTS,False,True,False,False,813473.0,3017624.0,1.532,2532156.0,1107.0,6.651,,3456581.0,0.8730083281716818,3.112772028082063,1.0,7.009408932708637,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,13.0,8
7988,FCA US LLC,175680848,USMD642E,2018,100.0,MI,1.0,2.783527599686749,MICHIGAN,True,False,False,False,,,,,,,,,,,,,Transport Manufacturing,Transportation,Low,Low,Low,High,9.0,8
7989,First Horizon National Corp.,000358343,US620803242,2018,85.0,TN,1.0,-23.20885989526011,TENNESSEE,False,False,True,False,,,0.104,,5576.0,1.363,,40834300.0,,,,8.62622695244036,Business Services,Business Services,Low,Low,Low,Low,49.0,8
7990,"GlassBridge Enterprises, Inc.",001831793,US411838504,2018,60.0,MN,1.0,7.110156900570644,MINNESOTA,True,False,False,False,8500.0,0.0,0.056,-4900.0,,27.333,0.0,15000.0,0.0,-0.5764705882352941,0.0,,Computer Hardware,Technology,Low,Low,High,Low,22.0,8
7991,Harvard Pilgrim Health Care Inc.,263299821,US042452600,2018,100.0,MA,1.0,33.2148261142344,MASSACHUSETTS,False,True,False,False,,,,,,4.196,,975597.453,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,49.0,8
7992,InterContinental Hotels Group Americas,443979776,CN9463436212,2018,100.0,GA,1.0,0.2355818846550761,GEORGIA,False,False,True,False,,,,,,,,,,,,,,,,,,,,8
7993,Kindred Healthcare,000733588,US611323993,2018,100.0,KY,1.0,-25.9350570581364,KENTUCKY,False,False,True,False,,,,,,,,,,,,,"Public Administration, Education, Health Social Services",Health Care,Low,Low,Low,High,20.0,8
7994,L Brands Inc.,000168015,US311029810,2018,100.0,OH,1.0,-8.031961760169615,OHIO,True,False,False,False,3260000.0,5758000.0,0.923,4425000.0,88900.0,7.96,,8090000.0,0.7117428924598269,1.357361963190184,1.0,11.395267421501996,Retail,Retailing,Low,Low,Low,Low,36.0,8
7995,LeClairRyan,210474478,US164234613L,2018,95.0,VA,1.0,10.11401351052029,VIRGINIA,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,29.0,8
7996,RB,048544698,CA32018NC,2018,50.0,NJ,1.0,15.93767289546448,NEW JERSEY,False,True,False,False,603538.0,708318.0,1.733,435773.0,2200.0,5.919,0.0,2052396.0,0.3451176088824964,0.7220307586266316,1.0,7.696212639346407,Retail,Retailing,Low,Low,Low,Low,21.0,8
7997,TD Ameritrade,217973135,US229429856L,2018,100.0,NE,1.0,-19.05753239026625,NEBRASKA,True,False,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,5.0,8
7998,Tufts Health Plan,297950806,US278873987L,2018,100.0,MA,1.0,33.2148261142344,MASSACHUSETTS,False,True,False,False,,,,,,,,,,,,,"Public Administration, Education, Health Social Services",Health Care,Low,Low,Low,High,39.0,8
7999,A.T. Kearney Inc.,050094604,US149207979L,2018,100.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,12.0,8
8000,Adobe Systems Inc.,000633134,US770019522,2018,100.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,4857039.0,4115056.0,6.525,886094.0,21357.0,13.804,1537812.0,18768682.0,0.2192511972870551,0.18243501853701402,1.0,9.969134833771983,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,21.0,8
8001,Allscripts-Misys Healthcare Solutions Inc.,484012681,US114328727GN,2018,40.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,,,,,,,,,,,,,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,3.0,8
8002,Anadarko Petroleum,000184965,US760146568,2018,40.0,TX,0.0,-5.578593689682137,TEXAS,False,False,True,False,3795000.0,15470000.0,0.548,15122000.0,4700.0,1.523,0.0,40376000.0,0.3831484049930652,3.9847167325428194,1.0,8.45531778769815,Mining & Extraction,Materials,Low,Low,Low,High,59.0,8
8003,Aon Corp.,008148234,US363051915,2018,100.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,36.0,8
8004,BMO Bankcorp Inc.,000392583,US362722782,2018,100.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,,,,,,,,,,,,,,,,,,,,8
8005,Bristol-Myers Squibb Co.,000002836,US220790350,2018,100.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,17160000.0,5646000.0,2.425,-1535000.0,23300.0,14.063,5052000.0,34986000.0,0.1613788372491854,-0.08945221445221445,0.0,10.056208639553791,"Chemicals, Petroleum, Rubber & Plastic",Chemicals,Low,Low,Low,High,85.0,8
8006,CBS Corp.,228332169,US206906976L,2018,100.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,,,,,,,,8
8007,Dollar Tree Stores Inc.,298132993,US279426671L,2018,20.0,VA,0.0,10.11401351052029,VIRGINIA,False,False,True,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,65.0,8
8008,Drinker Biddle & Reath LLP,000484912,US128256764L,2018,95.0,PA,1.0,1.164883635275672,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,169.0,8
8009,E*TRADE Financial Corp.,219808433,US245846849L,2018,80.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,,,,,,,,8
8010,Eastern Bank Corp.,263311168,USFEB41859,2018,100.0,MA,1.0,33.2148261142344,MASSACHUSETTS,False,True,False,False,,,,,1821.0,1.078,,11381600.0,,,,7.507141079727608,Business Services,Business Services,Low,Low,Low,Low,29.0,8
8011,Faegre Baker Daniels,058655886,US246928376L,2018,100.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,155.0,8
8012,HCA - Hospital Corporation of America,020517089,US*P0060875,2018,90.0,TN,1.0,-23.20885989526011,TENNESSEE,False,False,True,False,,,,,,,,,,,,,,,,,,,,8
8013,Honda North America Inc.,547929933,US350937212L,2018,85.0,OH,1.0,-8.031961760169615,OHIO,True,False,False,False,,,,,,,,,,,,,,,,,,,,8
8014,HRG Group,000050351,US741339132,2018,10.0,NY,0.0,22.93059069574397,NEW YORK,False,True,False,False,3358700.0,4651300.0,0.515,4120000.0,13000.0,9.916,28300.0,7747700.0,0.6003459091085096,1.2266650787507072,1.0,9.472704636443673,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,64.0,8
8015,KLA-Tencor Corp.,000076747,US042564110,2018,25.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,4549000.0,2237402.0,2.834,-642916.0,6550.0,14.228,608712.0,5638619.0,0.39679964189813144,-0.14133128160035172,0.0,8.787220328629298,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,43.0,8
8016,Legg Mason Inc.,000630596,US521200960,2018,95.0,MD,1.0,33.21037329232835,MARYLAND,False,True,False,False,,,0.3,,3246.0,0.102,,7794122.0,,,,8.085178748074537,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,119.0,8
8017,OppenheimerFunds Inc.,492844178,US114206171GN,2018,100.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,0.0,8
8018,Pepper Hamilton LLP,006405564,US149127087L,2018,100.0,PA,1.0,1.164883635275672,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,128.0,8
8019,priceline.com LLC,549338962,US355216691L,2018,90.0,CT,1.0,20.0736132273528,CONNECTICUT,False,True,False,False,,,,,,,,,,,,,,,,,,,,8
8020,Quintiles Transnational,001655714,US561714315,2018,20.0,NC,0.0,-1.348120710932271,NORTH CAROLINA,False,False,True,False,,,,,,,,,,,,,Biotechnology and Life Sciences,Health Care,Low,Low,Low,High,36.0,8
8021,Software House International,260408250,US272088308L,2018,10.0,NJ,1.0,15.93767289546448,NEW JERSEY,False,True,False,False,,,,,,,,,,,,,Computer Software,Technology,Low,Low,High,Low,16.0,8
8022,Sprint Corp.,157971449,US461170005,2018,100.0,KS,1.0,-14.65295929543257,KANSAS,True,False,False,False,12891000.0,35366000.0,0.272,32874000.0,28500.0,-2.297,,84601000.0,0.41803288377205944,2.5501512683267396,1.0,10.257659366256743,Communications,Telecommunications,High,Low,High,Low,6.0,8
8023,SunTrust Banks Inc.,363118441,US169065636L,2018,100.0,GA,1.0,0.2355818846550761,GEORGIA,False,False,True,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,50.0,8
8024,United Technologies Corp.,535834631,US344619875L,2018,100.0,CT,1.0,20.0736132273528,CONNECTICUT,False,True,False,False,,,,,,,,,,,,,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,84.0,8
8025,Viacom Inc.,211074592,US168889044L,2018,100.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,,,,,,,,8
8026,Winn-Dixie Stores Inc.,000043028,US590514290,2018,45.0,FL,1.0,-3.358368897061801,FLORIDA,False,False,True,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,90.0,8
8027,YRC Worldwide Inc.,000645042,US480948788,2018,20.0,KS,1.0,-14.65295929543257,KANSAS,True,False,False,False,756600.0,854200.0,0.066,647300.0,31000.0,1.249,,1617100.0,0.528229546719436,0.8555379328575204,1.0,10.341742483467284,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,35.0,8
8028,Adecco North America LLC,572266759,US372828755L,2018,85.0,FL,1.0,-3.358368897061801,FLORIDA,False,False,True,False,,,,,,,,,,,,,,,,,,,,8
8029,ADT,373009002,US474116383,2018,45.0,FL,1.0,-3.358368897061801,FLORIDA,False,False,True,False,854017.0,9944112.0,0.264,9639119.0,19000.0,-3.54,,17208608.0,0.5778568493163422,11.286799911477171,1.0,9.852194258148577,Business Services,Business Services,Low,Low,Low,Low,3.0,8
8030,Aéropostale Inc.,000184564,US311443880,2018,85.0,NJ,1.0,15.93767289546448,NEW JERSEY,False,True,False,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,23.0,8
8031,Aetna Inc.,001878474,US232229683,2018,100.0,CT,1.0,20.0736132273528,CONNECTICUT,False,True,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,165.0,8
8032,Airgas Inc.,000177521,US560732648,2018,10.0,PA,0.0,1.164883635275672,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,Wholesale,Wholesalers,Low,Low,Low,Low,32.0,8
8033,Austin Radiological Assn.,485100541,US117432444GN,2018,40.0,TX,1.0,-5.578593689682137,TEXAS,False,False,True,False,,,,,,,,,,,,,"Public Administration, Education, Health Social Services",Health Care,Low,Low,Low,High,6.0,8
8034,Baldor Electric Co.,000039362,US430168840,2018,35.0,AR,1.0,-27.62066790312936,ARKANSAS,False,False,True,False,,,,,,,,,,,,,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,98.0,8
8035,BMC HealthNet Plan,210549174,US164876262L,2018,70.0,MA,1.0,33.2148261142344,MASSACHUSETTS,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,21.0,8
8036,Bon-Ton Stores Inc.,000050122,US232835229,2018,85.0,PA,1.0,1.164883635275672,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,22.0,8
8037,Burger King Corp.,207915847,US145230763L,2018,95.0,FL,1.0,-3.358368897061801,FLORIDA,False,False,True,False,,,,,,,,,,,,,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,4.0,8
8038,Burlington Store Inc.,161985220,US800895227,2018,55.0,NJ,1.0,15.93767289546448,NEW JERSEY,False,True,False,False,1271900.0,983643.0,3.763,874293.0,44000.0,13.469,,3079172.0,0.3194504886378546,0.6873913043478261,1.0,10.691944912900398,Retail,Retailing,Low,Low,Low,Low,5.0,8
8039,Columbia Pipeline Group,231366032,US471982552,2018,70.0,TX,1.0,-5.578593689682137,TEXAS,False,False,True,False,,,,,,,,,,,,,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,4.0,8
8040,Compass Bancshares Inc. (BBVA Compass),306907698,US281135474L,2018,100.0,AL,1.0,-25.46165295474247,ALABAMA,False,False,True,False,,,,,,,,,,,,,,,,,,,,8
8041,Computer Sciences Corp. (CSC),209876962,US149738058L,2018,75.0,VA,1.0,10.11401351052029,VIRGINIA,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,59.0,8
8042,Constellation Energy Group Inc.,205498479,US138301708L,2018,80.0,MD,1.0,33.21037329232835,MARYLAND,False,True,False,False,,,,,,,,,,,,,,,,,,,,8
8043,Corbis Corp.,001656839,US131946821L,2018,35.0,WA,1.0,19.20332339195978,WASHINGTON,False,False,False,True,,,,,,,,,,,,,"Public Administration, Education, Health Social Services",Health Care,Low,Low,Low,High,29.0,8
8044,CST Brands,156273202,US461365950,2018,10.0,TX,0.0,-5.578593689682137,TEXAS,False,False,True,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,6.0,8
8045,"Dow Chemical Co., The",417051780,US313095725L,2018,100.0,MI,1.0,2.783527599686749,MICHIGAN,True,False,False,False,,,,,,,,,,,,,"Chemicals, Petroleum, Rubber & Plastic",Chemicals,Low,Low,Low,High,0.0,8
8046,EarthLink Inc.,298097797,US279320165L,2018,40.0,GA,1.0,0.2355818846550761,GEORGIA,False,False,True,False,,,,,,,,,,,,,Computer Software,Technology,Low,Low,High,Low,24.0,8
8047,Eventbrite Inc.,217239064,US141888467,2018,85.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,545704.0,95597.0,0.382,-336660.0,1094.0,-7.657,46071.0,836884.0,0.1142296901362674,-0.6169278583261255,0.0,6.9975959829819265,Media & Broadcasting,Media,Low,Low,Low,Low,9.0,8
8048,First Data Corp.,001624022,US149204515L,2018,100.0,GA,1.0,0.2355818846550761,GEORGIA,False,False,True,False,,,,,,,,,,,,,Computer Software,Technology,Low,Low,High,Low,34.0,8
8049,Freescale Semiconductor Inc.,009057088,US200443182,2018,75.0,TX,1.0,-5.578593689682137,TEXAS,False,False,True,False,,,,,,,,,,,,,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,15.0,8
8050,Genesis HealthCare Corp.,008610084,US200023783,2018,10.0,PA,0.0,1.164883635275672,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,"Public Administration, Education, Health Social Services",Health Care,Low,Low,Low,High,15.0,8
8051,Graham Holdings,000017089,US530182885,2018,25.0,VA,1.0,10.11401351052029,VIRGINIA,False,False,True,False,1532342.0,470777.0,0.583,-290700.0,11100.0,5.693,,4764041.0,0.09881883888068974,-0.18970960790737315,0.0,9.314700387300425,Printing & Publishing,Media,Low,Low,Low,Low,15.0,8
8052,H&M Hennes & Mauritz AB,006102773,SE5560427220,2018,70.0,NJ,1.0,15.93767289546448,NEW JERSEY,False,True,False,False,6777840.37899971,1154883.41653347,2.061,901605.991691351,123283.0,10.651,0.0,13075543.371141,0.0883239329909922,0.13302260621021178,1.0,11.722237804545411,Retail,Retailing,Low,Low,Low,Low,71.0,8
8053,H.E. Butt Grocery Co.,483649448,US111912952GN,2018,30.0,TX,1.0,-5.578593689682137,TEXAS,False,False,True,False,,,,,,,,,,,,,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,26.0,8
8054,Hanover Insurance Group Inc.,001812741,US043263626,2018,100.0,MA,1.0,33.2148261142344,MASSACHUSETTS,False,True,False,False,,,0.399,,4200.0,1.927,,12399700.0,,,,8.34283980427146,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,166.0,8
8055,Harris Corp.,000023393,US340276860,2018,100.0,FL,1.0,-3.358368897061801,FLORIDA,False,False,True,False,2224000.0,3408000.0,1.742,3502000.0,17500.0,7.096,311000.0,9851000.0,0.34595472540858796,1.5746402877697843,1.0,9.769956159911606,Communications,Telecommunications,High,Low,High,Low,92.0,8
8056,Horizon Healthcare Services Inc.,049991748,US149164013L,2018,85.0,NJ,1.0,15.93767289546448,NEW JERSEY,False,True,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,86.0,8
8057,Hortonworks Inc.,197040880,US371634325,2018,65.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,7.0,8
8058,HSN Inc.,057130608,US262590893,2018,85.0,FL,1.0,-3.358368897061801,FLORIDA,False,False,True,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,10.0,8
8059,ITT Corp.,217476917,US225477176L,2018,45.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,98.0,8
8060,Kate Spade & Company,000281228,US132842791,2018,75.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,Textiles & Clothing Manufacturing,Apparel,High,Low,Low,High,37.0,8
8061,KeyBank,000430043,US340797057,2018,100.0,OH,1.0,-8.031961760169615,OHIO,True,False,False,False,,,,,17737.0,1.483,,137976503.0,,,,9.783408132205587,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,69.0,8
8062,L-3 Communications Holdings,000056854,US133937434,2018,40.0,NY,0.0,22.93059069574397,NEW YORK,False,True,False,False,4810000.0,3361000.0,1.011,2295000.0,31000.0,7.435,326000.0,13518000.0,0.24863145435715342,0.47713097713097713,1.0,10.341742483467284,Communications,Telecommunications,High,Low,High,Low,21.0,8
8063,MB Financial Inc.,001823559,US364460265,2018,95.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,,,,,,,,,,,,,,,,,,,,8
8064,MillerCoors LLC,468142445,US325298549L,2018,100.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,,,,,,,,,,,,,,,,,,,,8
8065,Navigant Consulting Inc.,047159539,US364094854,2018,100.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,409355.0,0.0,1.116,-206920.0,5952.0,13.148,,917547.0,0.0,-0.5054781302292631,0.0,8.691482576512929,Business Services,Business Services,Low,Low,Low,Low,22.0,8
8066,Nortel Networks Corp.,203280320,US289013897L,2018,45.0,TX,1.0,-5.578593689682137,TEXAS,False,False,True,False,,,,,,,,,,,,,Communications,Telecommunications,High,Low,High,Low,123.0,8
8067,Outerwall Inc.,001705167,US943156448,2018,100.0,WA,1.0,19.20332339195978,WASHINGTON,False,False,False,True,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,25.0,8
8068,Pacific Medical Centers,028035334,US131950865L,2018,60.0,WA,1.0,19.20332339195978,WASHINGTON,False,False,False,True,,,,,,,,,,,,,"Public Administration, Education, Health Social Services",Health Care,Low,Low,Low,High,29.0,8
8069,Palm Management Corp.,001714909,US131279914L,2018,55.0,DC,1.0,86.75237254469212,DISTRICT OF COLUMBIA,False,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,25.0,8
8070,Pandora Media Inc.,000734004,US943352630,2018,100.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,Media & Broadcasting,Media,Low,Low,Low,Low,8.0,8
8071,"Pep Boys-Manny, Moe & Jack",000050058,US230962915,2018,45.0,PA,1.0,1.164883635275672,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,93.0,8
8072,Rosetta LLC,382628445,US300156812L,2018,75.0,NJ,1.0,15.93767289546448,NEW JERSEY,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,0.0,8
8073,"Ryland Group Inc., The",288293667,US294001757L,2018,15.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,,,,,,,,8
8074,Sears Holdings Corp.,012000256,US201920798,2018,100.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,14.0,8
8075,Sedgwick LLP,199953737,US124306113L,2018,100.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,30.0,8
8076,Severn Trent Services Inc.,006482478,US149123299L,2018,15.0,PA,1.0,1.164883635275672,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,18.0,8
